"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","UNEMP","TOT","PC_LF","Q","1991-Q1",7.474397,
"GRC","UNEMP","TOT","PC_LF","Q","1991-Q2",7.613336,
"GRC","UNEMP","TOT","PC_LF","Q","1991-Q3",7.726731,
"GRC","UNEMP","TOT","PC_LF","Q","1991-Q4",7.827838,
"GRC","UNEMP","TOT","PC_LF","Q","1992-Q1",8.472425,
"GRC","UNEMP","TOT","PC_LF","Q","1992-Q2",8.615154,
"GRC","UNEMP","TOT","PC_LF","Q","1992-Q3",8.761814,
"GRC","UNEMP","TOT","PC_LF","Q","1992-Q4",8.858258,
"GRC","UNEMP","TOT","PC_LF","Q","1993-Q1",9.486107,
"GRC","UNEMP","TOT","PC_LF","Q","1993-Q2",9.595639,
"GRC","UNEMP","TOT","PC_LF","Q","1993-Q3",9.679347,
"GRC","UNEMP","TOT","PC_LF","Q","1993-Q4",9.750992,
"GRC","UNEMP","TOT","PC_LF","Q","1994-Q1",9.52613,
"GRC","UNEMP","TOT","PC_LF","Q","1994-Q2",9.632047,
"GRC","UNEMP","TOT","PC_LF","Q","1994-Q3",9.675637,
"GRC","UNEMP","TOT","PC_LF","Q","1994-Q4",9.718778,
"GRC","UNEMP","TOT","PC_LF","Q","1995-Q1",9.835036,
"GRC","UNEMP","TOT","PC_LF","Q","1995-Q2",9.960287,
"GRC","UNEMP","TOT","PC_LF","Q","1995-Q3",10.08517,
"GRC","UNEMP","TOT","PC_LF","Q","1995-Q4",10.16299,
"GRC","UNEMP","TOT","PC_LF","Q","1996-Q1",10.12476,
"GRC","UNEMP","TOT","PC_LF","Q","1996-Q2",10.29363,
"GRC","UNEMP","TOT","PC_LF","Q","1996-Q3",10.4257,
"GRC","UNEMP","TOT","PC_LF","Q","1996-Q4",10.50701,
"GRC","UNEMP","TOT","PC_LF","Q","1997-Q1",9.97033,
"GRC","UNEMP","TOT","PC_LF","Q","1997-Q2",10.19829,
"GRC","UNEMP","TOT","PC_LF","Q","1997-Q3",10.39389,
"GRC","UNEMP","TOT","PC_LF","Q","1997-Q4",10.41416,
"GRC","UNEMP","TOT","PC_LF","Q","1998-Q1",11.50235,
"GRC","UNEMP","TOT","PC_LF","Q","1998-Q2",10.84369,
"GRC","UNEMP","TOT","PC_LF","Q","1998-Q3",11.07386,
"GRC","UNEMP","TOT","PC_LF","Q","1998-Q4",11.41037,
"GRC","UNEMP","TOT","PC_LF","Q","1999-Q1",11.67664,
"GRC","UNEMP","TOT","PC_LF","Q","1999-Q2",12.06886,
"GRC","UNEMP","TOT","PC_LF","Q","1999-Q3",12.16762,
"GRC","UNEMP","TOT","PC_LF","Q","1999-Q4",12.51997,
"GRC","UNEMP","TOT","PC_LF","Q","2000-Q1",11.69041,
"GRC","UNEMP","TOT","PC_LF","Q","2000-Q2",11.45915,
"GRC","UNEMP","TOT","PC_LF","Q","2000-Q3",11.32231,
"GRC","UNEMP","TOT","PC_LF","Q","2000-Q4",10.92849,"B"
"GRC","UNEMP","TOT","PC_LF","Q","2001-Q1",10.70083,
"GRC","UNEMP","TOT","PC_LF","Q","2001-Q2",10.7415,
"GRC","UNEMP","TOT","PC_LF","Q","2001-Q3",10.58661,
"GRC","UNEMP","TOT","PC_LF","Q","2001-Q4",11.06689,
"GRC","UNEMP","TOT","PC_LF","Q","2002-Q1",10.77986,
"GRC","UNEMP","TOT","PC_LF","Q","2002-Q2",10.37019,
"GRC","UNEMP","TOT","PC_LF","Q","2002-Q3",10.24627,
"GRC","UNEMP","TOT","PC_LF","Q","2002-Q4",10.02117,
"GRC","UNEMP","TOT","PC_LF","Q","2003-Q1",9.81513,
"GRC","UNEMP","TOT","PC_LF","Q","2003-Q2",9.762712,
"GRC","UNEMP","TOT","PC_LF","Q","2003-Q3",9.76144,
"GRC","UNEMP","TOT","PC_LF","Q","2003-Q4",9.914045,
"GRC","UNEMP","TOT","PC_LF","Q","2004-Q1",10.75764,
"GRC","UNEMP","TOT","PC_LF","Q","2004-Q2",10.57151,
"GRC","UNEMP","TOT","PC_LF","Q","2004-Q3",10.47907,
"GRC","UNEMP","TOT","PC_LF","Q","2004-Q4",10.39195,
"GRC","UNEMP","TOT","PC_LF","Q","2005-Q1",10.10476,
"GRC","UNEMP","TOT","PC_LF","Q","2005-Q2",10.07698,
"GRC","UNEMP","TOT","PC_LF","Q","2005-Q3",10.01205,
"GRC","UNEMP","TOT","PC_LF","Q","2005-Q4",9.694153,
"GRC","UNEMP","TOT","PC_LF","Q","2006-Q1",9.420444,
"GRC","UNEMP","TOT","PC_LF","Q","2006-Q2",9.249392,
"GRC","UNEMP","TOT","PC_LF","Q","2006-Q3",8.724635,
"GRC","UNEMP","TOT","PC_LF","Q","2006-Q4",8.752138,
"GRC","UNEMP","TOT","PC_LF","Q","2007-Q1",8.686774,
"GRC","UNEMP","TOT","PC_LF","Q","2007-Q2",8.511312,
"GRC","UNEMP","TOT","PC_LF","Q","2007-Q3",8.307256,
"GRC","UNEMP","TOT","PC_LF","Q","2007-Q4",8.039058,
"GRC","UNEMP","TOT","PC_LF","Q","2008-Q1",7.825795,
"GRC","UNEMP","TOT","PC_LF","Q","2008-Q2",7.647979,
"GRC","UNEMP","TOT","PC_LF","Q","2008-Q3",7.684198,
"GRC","UNEMP","TOT","PC_LF","Q","2008-Q4",7.976597,
"GRC","UNEMP","TOT","PC_LF","Q","2009-Q1",8.837552,
"GRC","UNEMP","TOT","PC_LF","Q","2009-Q2",9.259379,
"GRC","UNEMP","TOT","PC_LF","Q","2009-Q3",9.886588,
"GRC","UNEMP","TOT","PC_LF","Q","2009-Q4",10.45502,
"GRC","UNEMP","TOT","PC_LF","Q","2010-Q1",11.25602,
"GRC","UNEMP","TOT","PC_LF","Q","2010-Q2",12.2041,
"GRC","UNEMP","TOT","PC_LF","Q","2010-Q3",13.07246,
"GRC","UNEMP","TOT","PC_LF","Q","2010-Q4",14.24983,
"GRC","UNEMP","TOT","PC_LF","Q","2011-Q1",15.48782,
"GRC","UNEMP","TOT","PC_LF","Q","2011-Q2",16.85308,
"GRC","UNEMP","TOT","PC_LF","Q","2011-Q3",18.56428,
"GRC","UNEMP","TOT","PC_LF","Q","2011-Q4",20.64552,
"GRC","UNEMP","TOT","PC_LF","Q","2012-Q1",22.15277,
"GRC","UNEMP","TOT","PC_LF","Q","2012-Q2",24.00465,
"GRC","UNEMP","TOT","PC_LF","Q","2012-Q3",25.46193,
"GRC","UNEMP","TOT","PC_LF","Q","2012-Q4",26.13108,
"GRC","UNEMP","TOT","PC_LF","Q","2013-Q1",26.97496,
"GRC","UNEMP","TOT","PC_LF","Q","2013-Q2",27.53491,
"GRC","UNEMP","TOT","PC_LF","Q","2013-Q3",27.75865,
"GRC","UNEMP","TOT","PC_LF","Q","2013-Q4",27.65522,
"GRC","UNEMP","TOT","PC_LF","Q","2014-Q1",27.02953,
"GRC","UNEMP","TOT","PC_LF","Q","2014-Q2",26.86034,
"GRC","UNEMP","TOT","PC_LF","Q","2014-Q3",26.25297,
"GRC","UNEMP","TOT","PC_LF","Q","2014-Q4",25.96042,
"GRC","UNEMP","TOT","PC_LF","Q","2015-Q1",25.68646,
"GRC","UNEMP","TOT","PC_LF","Q","2015-Q2",24.91305,
"GRC","UNEMP","TOT","PC_LF","Q","2015-Q3",24.73509,
"GRC","UNEMP","TOT","PC_LF","Q","2015-Q4",24.27573,
"HUN","UNEMP","TOT","PC_LF","Q","1999-Q1",7.258647,
"HUN","UNEMP","TOT","PC_LF","Q","1999-Q2",7.005472,
"HUN","UNEMP","TOT","PC_LF","Q","1999-Q3",7.003389,
"HUN","UNEMP","TOT","PC_LF","Q","1999-Q4",6.703945,
"HUN","UNEMP","TOT","PC_LF","Q","2000-Q1",6.571051,
"HUN","UNEMP","TOT","PC_LF","Q","2000-Q2",6.625683,
"HUN","UNEMP","TOT","PC_LF","Q","2000-Q3",6.322639,
"HUN","UNEMP","TOT","PC_LF","Q","2000-Q4",6.142037,
"HUN","UNEMP","TOT","PC_LF","Q","2001-Q1",5.85107,
"HUN","UNEMP","TOT","PC_LF","Q","2001-Q2",5.73991,
"HUN","UNEMP","TOT","PC_LF","Q","2001-Q3",5.639823,
"HUN","UNEMP","TOT","PC_LF","Q","2001-Q4",5.690934,
"HUN","UNEMP","TOT","PC_LF","Q","2002-Q1",5.597804,
"HUN","UNEMP","TOT","PC_LF","Q","2002-Q2",5.692238,
"HUN","UNEMP","TOT","PC_LF","Q","2002-Q3",6.006748,
"HUN","UNEMP","TOT","PC_LF","Q","2002-Q4",6.051257,
"HUN","UNEMP","TOT","PC_LF","Q","2003-Q1",6.131742,
"HUN","UNEMP","TOT","PC_LF","Q","2003-Q2",5.880693,
"HUN","UNEMP","TOT","PC_LF","Q","2003-Q3",5.792709,
"HUN","UNEMP","TOT","PC_LF","Q","2003-Q4",5.662042,
"HUN","UNEMP","TOT","PC_LF","Q","2004-Q1",5.803575,
"HUN","UNEMP","TOT","PC_LF","Q","2004-Q2",5.918951,
"HUN","UNEMP","TOT","PC_LF","Q","2004-Q3",6.173841,
"HUN","UNEMP","TOT","PC_LF","Q","2004-Q4",6.422724,
"HUN","UNEMP","TOT","PC_LF","Q","2005-Q1",6.764664,
"HUN","UNEMP","TOT","PC_LF","Q","2005-Q2",7.226127,
"HUN","UNEMP","TOT","PC_LF","Q","2005-Q3",7.322199,
"HUN","UNEMP","TOT","PC_LF","Q","2005-Q4",7.425044,
"HUN","UNEMP","TOT","PC_LF","Q","2006-Q1",7.406787,
"HUN","UNEMP","TOT","PC_LF","Q","2006-Q2",7.38449,
"HUN","UNEMP","TOT","PC_LF","Q","2006-Q3",7.608683,
"HUN","UNEMP","TOT","PC_LF","Q","2006-Q4",7.553966,
"HUN","UNEMP","TOT","PC_LF","Q","2007-Q1",7.211274,
"HUN","UNEMP","TOT","PC_LF","Q","2007-Q2",7.222148,
"HUN","UNEMP","TOT","PC_LF","Q","2007-Q3",7.374252,
"HUN","UNEMP","TOT","PC_LF","Q","2007-Q4",7.859196,
"HUN","UNEMP","TOT","PC_LF","Q","2008-Q1",7.551104,
"HUN","UNEMP","TOT","PC_LF","Q","2008-Q2",7.750696,
"HUN","UNEMP","TOT","PC_LF","Q","2008-Q3",7.844768,
"HUN","UNEMP","TOT","PC_LF","Q","2008-Q4",8.200777,
"HUN","UNEMP","TOT","PC_LF","Q","2009-Q1",9.209604,
"HUN","UNEMP","TOT","PC_LF","Q","2009-Q2",9.764579,
"HUN","UNEMP","TOT","PC_LF","Q","2009-Q3",10.57212,
"HUN","UNEMP","TOT","PC_LF","Q","2009-Q4",10.66493,
"HUN","UNEMP","TOT","PC_LF","Q","2010-Q1",11.12002,
"HUN","UNEMP","TOT","PC_LF","Q","2010-Q2",11.32847,
"HUN","UNEMP","TOT","PC_LF","Q","2010-Q3",11.13312,
"HUN","UNEMP","TOT","PC_LF","Q","2010-Q4",11.10812,
"HUN","UNEMP","TOT","PC_LF","Q","2011-Q1",11.06106,
"HUN","UNEMP","TOT","PC_LF","Q","2011-Q2",10.99724,
"HUN","UNEMP","TOT","PC_LF","Q","2011-Q3",11.04526,
"HUN","UNEMP","TOT","PC_LF","Q","2011-Q4",11.00649,
"HUN","UNEMP","TOT","PC_LF","Q","2012-Q1",11.19123,
"HUN","UNEMP","TOT","PC_LF","Q","2012-Q2",11.09508,
"HUN","UNEMP","TOT","PC_LF","Q","2012-Q3",10.79142,
"HUN","UNEMP","TOT","PC_LF","Q","2012-Q4",10.90584,
"HUN","UNEMP","TOT","PC_LF","Q","2013-Q1",10.91398,
"HUN","UNEMP","TOT","PC_LF","Q","2013-Q2",10.23947,
"HUN","UNEMP","TOT","PC_LF","Q","2013-Q3",10.09634,
"HUN","UNEMP","TOT","PC_LF","Q","2013-Q4",9.356089,
"HUN","UNEMP","TOT","PC_LF","Q","2014-Q1",7.838354,
"HUN","UNEMP","TOT","PC_LF","Q","2014-Q2",8.127594,
"HUN","UNEMP","TOT","PC_LF","Q","2014-Q3",7.599002,
"HUN","UNEMP","TOT","PC_LF","Q","2014-Q4",7.334998,
"HUN","UNEMP","TOT","PC_LF","Q","2015-Q1",7.393002,
"HUN","UNEMP","TOT","PC_LF","Q","2015-Q2",6.874888,
"HUN","UNEMP","TOT","PC_LF","Q","2015-Q3",6.5945,
"HUN","UNEMP","TOT","PC_LF","Q","2015-Q4",6.353368,
"ISL","UNEMP","TOT","PC_LF","Q","2003-Q1",3.733999,
"ISL","UNEMP","TOT","PC_LF","Q","2003-Q2",3.188248,
"ISL","UNEMP","TOT","PC_LF","Q","2003-Q3",3.394365,
"ISL","UNEMP","TOT","PC_LF","Q","2003-Q4",3.25023,
"ISL","UNEMP","TOT","PC_LF","Q","2004-Q1",3.076643,
"ISL","UNEMP","TOT","PC_LF","Q","2004-Q2",3.19497,
"ISL","UNEMP","TOT","PC_LF","Q","2004-Q3",3.045219,
"ISL","UNEMP","TOT","PC_LF","Q","2004-Q4",2.690575,
"ISL","UNEMP","TOT","PC_LF","Q","2005-Q1",2.83813,
"ISL","UNEMP","TOT","PC_LF","Q","2005-Q2",2.271114,
"ISL","UNEMP","TOT","PC_LF","Q","2005-Q3",2.092815,
"ISL","UNEMP","TOT","PC_LF","Q","2005-Q4",2.56206,
"ISL","UNEMP","TOT","PC_LF","Q","2006-Q1",2.522687,
"ISL","UNEMP","TOT","PC_LF","Q","2006-Q2",3.1407,
"ISL","UNEMP","TOT","PC_LF","Q","2006-Q3",2.775268,
"ISL","UNEMP","TOT","PC_LF","Q","2006-Q4",2.492818,
"ISL","UNEMP","TOT","PC_LF","Q","2007-Q1",2.090662,
"ISL","UNEMP","TOT","PC_LF","Q","2007-Q2",2.518864,
"ISL","UNEMP","TOT","PC_LF","Q","2007-Q3",2.239104,
"ISL","UNEMP","TOT","PC_LF","Q","2007-Q4",2.147817,
"ISL","UNEMP","TOT","PC_LF","Q","2008-Q1",2.217528,
"ISL","UNEMP","TOT","PC_LF","Q","2008-Q2",2.402878,
"ISL","UNEMP","TOT","PC_LF","Q","2008-Q3",3.238369,
"ISL","UNEMP","TOT","PC_LF","Q","2008-Q4",4.549545,
"ISL","UNEMP","TOT","PC_LF","Q","2009-Q1",6.679633,
"ISL","UNEMP","TOT","PC_LF","Q","2009-Q2",7.367066,
"ISL","UNEMP","TOT","PC_LF","Q","2009-Q3",7.630833,
"ISL","UNEMP","TOT","PC_LF","Q","2009-Q4",7.556783,
"ISL","UNEMP","TOT","PC_LF","Q","2010-Q1",7.235739,
"ISL","UNEMP","TOT","PC_LF","Q","2010-Q2",7.12487,
"ISL","UNEMP","TOT","PC_LF","Q","2010-Q3",8.027781,
"ISL","UNEMP","TOT","PC_LF","Q","2010-Q4",8.418016,
"ISL","UNEMP","TOT","PC_LF","Q","2011-Q1",7.36985,
"ISL","UNEMP","TOT","PC_LF","Q","2011-Q2",6.881234,
"ISL","UNEMP","TOT","PC_LF","Q","2011-Q3",7.286067,
"ISL","UNEMP","TOT","PC_LF","Q","2011-Q4",5.98642,
"ISL","UNEMP","TOT","PC_LF","Q","2012-Q1",6.857495,
"ISL","UNEMP","TOT","PC_LF","Q","2012-Q2",5.879885,
"ISL","UNEMP","TOT","PC_LF","Q","2012-Q3",5.486492,
"ISL","UNEMP","TOT","PC_LF","Q","2012-Q4",5.449912,
"ISL","UNEMP","TOT","PC_LF","Q","2013-Q1",5.586765,
"ISL","UNEMP","TOT","PC_LF","Q","2013-Q2",5.570216,
"ISL","UNEMP","TOT","PC_LF","Q","2013-Q3",5.444834,
"ISL","UNEMP","TOT","PC_LF","Q","2013-Q4",5.147458,
"ISL","UNEMP","TOT","PC_LF","Q","2014-Q1",5.445355,
"ISL","UNEMP","TOT","PC_LF","Q","2014-Q2",4.735819,
"ISL","UNEMP","TOT","PC_LF","Q","2014-Q3",4.829358,
"ISL","UNEMP","TOT","PC_LF","Q","2014-Q4",4.654891,
"ISL","UNEMP","TOT","PC_LF","Q","2015-Q1",4.136866,
"ISL","UNEMP","TOT","PC_LF","Q","2015-Q2",4.066932,
"ISL","UNEMP","TOT","PC_LF","Q","2015-Q3",4.245569,
"ISL","UNEMP","TOT","PC_LF","Q","2015-Q4",3.586914,
"IRL","UNEMP","TOT","PC_LF","Q","1990-Q1",12.72521,
"IRL","UNEMP","TOT","PC_LF","Q","1990-Q2",12.86328,
"IRL","UNEMP","TOT","PC_LF","Q","1990-Q3",12.99253,
"IRL","UNEMP","TOT","PC_LF","Q","1990-Q4",13.17196,
"IRL","UNEMP","TOT","PC_LF","Q","1991-Q1",14.44241,
"IRL","UNEMP","TOT","PC_LF","Q","1991-Q2",14.60933,
"IRL","UNEMP","TOT","PC_LF","Q","1991-Q3",14.75939,
"IRL","UNEMP","TOT","PC_LF","Q","1991-Q4",14.90521,
"IRL","UNEMP","TOT","PC_LF","Q","1992-Q1",14.88912,
"IRL","UNEMP","TOT","PC_LF","Q","1992-Q2",14.9818,
"IRL","UNEMP","TOT","PC_LF","Q","1992-Q3",15.04457,
"IRL","UNEMP","TOT","PC_LF","Q","1992-Q4",15.12378,
"IRL","UNEMP","TOT","PC_LF","Q","1993-Q1",15.69501,
"IRL","UNEMP","TOT","PC_LF","Q","1993-Q2",15.68705,
"IRL","UNEMP","TOT","PC_LF","Q","1993-Q3",15.61253,
"IRL","UNEMP","TOT","PC_LF","Q","1993-Q4",15.59973,
"IRL","UNEMP","TOT","PC_LF","Q","1994-Q1",14.95286,
"IRL","UNEMP","TOT","PC_LF","Q","1994-Q2",14.81136,
"IRL","UNEMP","TOT","PC_LF","Q","1994-Q3",14.57438,
"IRL","UNEMP","TOT","PC_LF","Q","1994-Q4",14.49255,
"IRL","UNEMP","TOT","PC_LF","Q","1995-Q1",12.45033,
"IRL","UNEMP","TOT","PC_LF","Q","1995-Q2",12.24824,
"IRL","UNEMP","TOT","PC_LF","Q","1995-Q3",11.91888,
"IRL","UNEMP","TOT","PC_LF","Q","1995-Q4",11.91227,
"IRL","UNEMP","TOT","PC_LF","Q","1996-Q1",12.23814,
"IRL","UNEMP","TOT","PC_LF","Q","1996-Q2",12.00171,
"IRL","UNEMP","TOT","PC_LF","Q","1996-Q3",11.56794,
"IRL","UNEMP","TOT","PC_LF","Q","1996-Q4",11.71056,
"IRL","UNEMP","TOT","PC_LF","Q","1997-Q1",10.72815,
"IRL","UNEMP","TOT","PC_LF","Q","1997-Q2",10.48316,
"IRL","UNEMP","TOT","PC_LF","Q","1997-Q3",9.935828,
"IRL","UNEMP","TOT","PC_LF","Q","1997-Q4",10.35714,
"IRL","UNEMP","TOT","PC_LF","Q","1998-Q1",8.851432,
"IRL","UNEMP","TOT","PC_LF","Q","1998-Q2",7.830839,
"IRL","UNEMP","TOT","PC_LF","Q","1998-Q3",7.293599,
"IRL","UNEMP","TOT","PC_LF","Q","1998-Q4",6.431248,
"IRL","UNEMP","TOT","PC_LF","Q","1999-Q1",5.926636,
"IRL","UNEMP","TOT","PC_LF","Q","1999-Q2",5.907172,
"IRL","UNEMP","TOT","PC_LF","Q","1999-Q3",5.483217,
"IRL","UNEMP","TOT","PC_LF","Q","1999-Q4",5.187568,
"IRL","UNEMP","TOT","PC_LF","Q","2000-Q1",4.855082,
"IRL","UNEMP","TOT","PC_LF","Q","2000-Q2",4.423084,
"IRL","UNEMP","TOT","PC_LF","Q","2000-Q3",4.123952,
"IRL","UNEMP","TOT","PC_LF","Q","2000-Q4",3.9612,
"IRL","UNEMP","TOT","PC_LF","Q","2001-Q1",3.795509,
"IRL","UNEMP","TOT","PC_LF","Q","2001-Q2",3.795498,
"IRL","UNEMP","TOT","PC_LF","Q","2001-Q3",4.040546,
"IRL","UNEMP","TOT","PC_LF","Q","2001-Q4",4.021801,
"IRL","UNEMP","TOT","PC_LF","Q","2002-Q1",4.42929,
"IRL","UNEMP","TOT","PC_LF","Q","2002-Q2",4.36388,
"IRL","UNEMP","TOT","PC_LF","Q","2002-Q3",4.340082,
"IRL","UNEMP","TOT","PC_LF","Q","2002-Q4",4.640124,
"IRL","UNEMP","TOT","PC_LF","Q","2003-Q1",4.730681,
"IRL","UNEMP","TOT","PC_LF","Q","2003-Q2",4.627906,
"IRL","UNEMP","TOT","PC_LF","Q","2003-Q3",4.90098,
"IRL","UNEMP","TOT","PC_LF","Q","2003-Q4",4.643686,
"IRL","UNEMP","TOT","PC_LF","Q","2004-Q1",4.557247,
"IRL","UNEMP","TOT","PC_LF","Q","2004-Q2",4.59754,
"IRL","UNEMP","TOT","PC_LF","Q","2004-Q3",4.495835,
"IRL","UNEMP","TOT","PC_LF","Q","2004-Q4",4.49906,
"IRL","UNEMP","TOT","PC_LF","Q","2005-Q1",4.255414,
"IRL","UNEMP","TOT","PC_LF","Q","2005-Q2",4.315762,
"IRL","UNEMP","TOT","PC_LF","Q","2005-Q3",4.319103,
"IRL","UNEMP","TOT","PC_LF","Q","2005-Q4",4.473475,
"IRL","UNEMP","TOT","PC_LF","Q","2006-Q1",4.363852,
"IRL","UNEMP","TOT","PC_LF","Q","2006-Q2",4.396805,
"IRL","UNEMP","TOT","PC_LF","Q","2006-Q3",4.576952,
"IRL","UNEMP","TOT","PC_LF","Q","2006-Q4",4.31299,"B"
"IRL","UNEMP","TOT","PC_LF","Q","2007-Q1",4.714576,
"IRL","UNEMP","TOT","PC_LF","Q","2007-Q2",4.793198,
"IRL","UNEMP","TOT","PC_LF","Q","2007-Q3",4.430096,
"IRL","UNEMP","TOT","PC_LF","Q","2007-Q4",4.770005,
"IRL","UNEMP","TOT","PC_LF","Q","2008-Q1",5.192091,
"IRL","UNEMP","TOT","PC_LF","Q","2008-Q2",5.733735,
"IRL","UNEMP","TOT","PC_LF","Q","2008-Q3",6.786758,
"IRL","UNEMP","TOT","PC_LF","Q","2008-Q4",7.882178,
"IRL","UNEMP","TOT","PC_LF","Q","2009-Q1",10.5753,
"IRL","UNEMP","TOT","PC_LF","Q","2009-Q2",12.09427,
"IRL","UNEMP","TOT","PC_LF","Q","2009-Q3",12.46777,
"IRL","UNEMP","TOT","PC_LF","Q","2009-Q4",12.88868,
"IRL","UNEMP","TOT","PC_LF","Q","2010-Q1",13.32305,
"IRL","UNEMP","TOT","PC_LF","Q","2010-Q2",13.73826,
"IRL","UNEMP","TOT","PC_LF","Q","2010-Q3",13.78063,
"IRL","UNEMP","TOT","PC_LF","Q","2010-Q4",14.63578,
"IRL","UNEMP","TOT","PC_LF","Q","2011-Q1",14.50587,
"IRL","UNEMP","TOT","PC_LF","Q","2011-Q2",14.43575,
"IRL","UNEMP","TOT","PC_LF","Q","2011-Q3",14.75712,
"IRL","UNEMP","TOT","PC_LF","Q","2011-Q4",14.88851,
"IRL","UNEMP","TOT","PC_LF","Q","2012-Q1",15.11506,
"IRL","UNEMP","TOT","PC_LF","Q","2012-Q2",14.74636,
"IRL","UNEMP","TOT","PC_LF","Q","2012-Q3",14.66468,
"IRL","UNEMP","TOT","PC_LF","Q","2012-Q4",14.23381,
"IRL","UNEMP","TOT","PC_LF","Q","2013-Q1",13.71656,
"IRL","UNEMP","TOT","PC_LF","Q","2013-Q2",13.56278,
"IRL","UNEMP","TOT","PC_LF","Q","2013-Q3",12.73234,
"IRL","UNEMP","TOT","PC_LF","Q","2013-Q4",12.22028,
"IRL","UNEMP","TOT","PC_LF","Q","2014-Q1",12.05157,
"IRL","UNEMP","TOT","PC_LF","Q","2014-Q2",11.51376,
"IRL","UNEMP","TOT","PC_LF","Q","2014-Q3",11.08443,
"IRL","UNEMP","TOT","PC_LF","Q","2014-Q4",10.37187,
"IRL","UNEMP","TOT","PC_LF","Q","2015-Q1",9.953147,
"IRL","UNEMP","TOT","PC_LF","Q","2015-Q2",9.503618,
"IRL","UNEMP","TOT","PC_LF","Q","2015-Q3",9.120717,
"IRL","UNEMP","TOT","PC_LF","Q","2015-Q4",9.013478,
"ITA","UNEMP","TOT","PC_LF","Q","1998-Q1",11.69289,
"ITA","UNEMP","TOT","PC_LF","Q","1998-Q2",11.95567,
"ITA","UNEMP","TOT","PC_LF","Q","1998-Q3",11.83609,
"ITA","UNEMP","TOT","PC_LF","Q","1998-Q4",11.92814,
"ITA","UNEMP","TOT","PC_LF","Q","1999-Q1",11.66563,
"ITA","UNEMP","TOT","PC_LF","Q","1999-Q2",11.56073,
"ITA","UNEMP","TOT","PC_LF","Q","1999-Q3",11.44314,
"ITA","UNEMP","TOT","PC_LF","Q","1999-Q4",11.09928,
"ITA","UNEMP","TOT","PC_LF","Q","2000-Q1",11.12183,
"ITA","UNEMP","TOT","PC_LF","Q","2000-Q2",10.74026,
"ITA","UNEMP","TOT","PC_LF","Q","2000-Q3",10.49786,
"ITA","UNEMP","TOT","PC_LF","Q","2000-Q4",10.00776,
"ITA","UNEMP","TOT","PC_LF","Q","2001-Q1",9.816331,
"ITA","UNEMP","TOT","PC_LF","Q","2001-Q2",9.530135,
"ITA","UNEMP","TOT","PC_LF","Q","2001-Q3",9.515922,
"ITA","UNEMP","TOT","PC_LF","Q","2001-Q4",9.249921,
"ITA","UNEMP","TOT","PC_LF","Q","2002-Q1",8.970203,
"ITA","UNEMP","TOT","PC_LF","Q","2002-Q2",9.182629,
"ITA","UNEMP","TOT","PC_LF","Q","2002-Q3",9.075481,
"ITA","UNEMP","TOT","PC_LF","Q","2002-Q4",8.834255,
"ITA","UNEMP","TOT","PC_LF","Q","2003-Q1",8.799219,
"ITA","UNEMP","TOT","PC_LF","Q","2003-Q2",8.902086,
"ITA","UNEMP","TOT","PC_LF","Q","2003-Q3",8.698848,
"ITA","UNEMP","TOT","PC_LF","Q","2003-Q4",8.305525,
"ITA","UNEMP","TOT","PC_LF","Q","2004-Q1",8.302209,
"ITA","UNEMP","TOT","PC_LF","Q","2004-Q2",7.983372,
"ITA","UNEMP","TOT","PC_LF","Q","2004-Q3",7.801967,
"ITA","UNEMP","TOT","PC_LF","Q","2004-Q4",7.892112,
"ITA","UNEMP","TOT","PC_LF","Q","2005-Q1",7.841827,
"ITA","UNEMP","TOT","PC_LF","Q","2005-Q2",7.708355,
"ITA","UNEMP","TOT","PC_LF","Q","2005-Q3",7.634567,
"ITA","UNEMP","TOT","PC_LF","Q","2005-Q4",7.702105,
"ITA","UNEMP","TOT","PC_LF","Q","2006-Q1",7.160975,
"ITA","UNEMP","TOT","PC_LF","Q","2006-Q2",6.73365,
"ITA","UNEMP","TOT","PC_LF","Q","2006-Q3",6.597109,
"ITA","UNEMP","TOT","PC_LF","Q","2006-Q4",6.603855,
"ITA","UNEMP","TOT","PC_LF","Q","2007-Q1",5.950167,
"ITA","UNEMP","TOT","PC_LF","Q","2007-Q2",5.878757,
"ITA","UNEMP","TOT","PC_LF","Q","2007-Q3",6.172387,
"ITA","UNEMP","TOT","PC_LF","Q","2007-Q4",6.325707,
"ITA","UNEMP","TOT","PC_LF","Q","2008-Q1",6.538159,
"ITA","UNEMP","TOT","PC_LF","Q","2008-Q2",6.892052,
"ITA","UNEMP","TOT","PC_LF","Q","2008-Q3",6.693479,
"ITA","UNEMP","TOT","PC_LF","Q","2008-Q4",6.784454,
"ITA","UNEMP","TOT","PC_LF","Q","2009-Q1",7.333825,
"ITA","UNEMP","TOT","PC_LF","Q","2009-Q2",7.472597,
"ITA","UNEMP","TOT","PC_LF","Q","2009-Q3",7.991006,
"ITA","UNEMP","TOT","PC_LF","Q","2009-Q4",8.192729,
"ITA","UNEMP","TOT","PC_LF","Q","2010-Q1",8.370484,
"ITA","UNEMP","TOT","PC_LF","Q","2010-Q2",8.47883,
"ITA","UNEMP","TOT","PC_LF","Q","2010-Q3",8.26934,
"ITA","UNEMP","TOT","PC_LF","Q","2010-Q4",8.281385,
