idpaper,referencia,tiporef,anoref,siglaref,idiomaref,id_referencias,ni,trad.sn
4614,"de Souza, C. S., Barbosa, S. D. J., and da Silva, S. R. P. Semiotic Engineering Principles for Evaluating End-user Programming Environments. Interacting with Computers (2001), 13 pp 467-495.",P,2001,IwC,EN,1823,,
4614,"de Souza, C. S., Barbosa, S. D. J., and Prates, R. O. A Semiotic Engineering Approach to User Interface Design. Knowledge Based Systems (2001). Amsterdam, v. 14, n. 8, pp. 461-465.",P,2001,Knowledge[ -]Based Systems,EN,1824,,
4614,"de Souza, C. S., Nicolaci-da-Costa, A. M., da Silva, E. J., Prates, R. O. Compulsory institutionalization: the paradox of computer-supported informal social processes. Interacting with Computers (2004), in press.",P,2004,IwC,EN,1825,,
4614,"Fairbairn, D., Adrienko, G., Adrienko, N., Buziek, G., and Dykes J. Representation with Cartographic Visualization. Cartography and Geographic Information Science (2001), 28 (1): 13-28.",P,2001,Cartography and Geographic Information Science,EN,1826,,
4614,"Frank, A. U. and Timpf, S. Multiple Representations for Cartographic Objects in a Multi-Scale Tree - An Intelligent Graphical Zoom. Computers and Graphics: Special Issue on Modelling and Visualization of Spatial Data in SIG (1994), 18(6): 823-829.",P,1994,Computers and Graphics,EN,1827,,
4614,"Freitas, C.M.D.S., Luzzardi, P.R.G., Cava, R.A., Winkler, M.A.A., Pimenta, M.S., Nedel, L.P. Evaluating Usability of Information Visualization Techniques. In Proc. of IHC 2002 ? V Symposium on Human Factors in Computer Systems, pp. 40-51.",C,2002,IHC,EN,1828,,
4614,"MacEachren, A. M. How Maps Work: Representation, Visualization, and Design. Guilford Press, New York, 1995.",L,1995,Guilford Press,EN,1829,,
4614,"MacEachren, A. M., and Kraak, M.J. Research Challenges in Geovisualisation. Cartography and Geographic Information Science (2001), 28:1, 1-11.",P,2001,Cartography and Geographic Information Science,EN,1830,,
4614,"Montello, D. R., and Golledge, R. G. Scale and Detail in the Cognition of Geographic Information. Varenius Project Report Specialist Meeting, 1999.",R,1999,report,EN,1831,,
4614,"Norman, D. A. Cognitive engineering. User centered system design by Norman, D. A. and Draper, S. W. (Eds), Lawrence Erlbaum Associates, Inc., pp. 31-61, 1986.",L,1986,Erlbaum,EN,1832,,
4614,"Peirce, C.S. Semiótica. Tradução de ?The Collected Papers of Charles Sanders Peirce? (1990). Editora Perspectiva, 3ª. Edição, 2000.",L,1990,Perspectiva,PT,1833,,
4614,"Prado, A.B. e Baranauskas, M.C.C. Avaliando a metacomunicação designer-usuário de interface. Anais do IHC?2000 ? III Workshop sobre Fatores Humanos em Sistemas Computacionais, pp. 33-42.",C,2000,IHC,PT,1834,,
4614,"Prado, A.B., Baranauskas, M.C.C. e Medeiros, C.M.B. Cartography and Geographic Information Systems as Semiotic Systems. In Proc. 8 th ACM GIS International Symposium (2000), pp. 161-166.",C,2000,GIS,EN,1835,,
4614,"Prates, R. O., Barbosa, S. D. J., and de Souza, C. S. A Case Study for Evaluating Interface Design through Communicability. DIS?00 (2000), pp. 308-316.",C,2000,DIS,EN,1836,,
4614,"Raper, J., Dykes, J., Wood, J., Mountain, D., Krause, A., and Rhind, D. A framework for evaluating geographical information. Journal of Information Science (2002), 28 (1).",P,2002,Information Science,EN,1837,,
4614,"Schimiguel, J., Baranauskas, M.C.C., Medeiros, C.M.B. Modelando a Interface de Aplicações em Sistemas de Informação Geográfica como Espaços de Comunicação. Anais do IHC?2001 ? IV Workshop sobre Fatores Humanos em Sistemas Computacionais, pp. 157-168.",C,2001,IHC,PT,1838,,
4614,"Silveira, M. S., Dias, M. C., Quental, V. Helping the Composition of Help Contents. PorTAL - Portugal for Natural Language Processing. Lecture Notes in Artificial Intelligence (LNCS/LNAI) Series (2002). Springer-Verlag.",C,2002,PorTAL,EN,1839,,
4614,"Slocum, T. A., Blok, C., Jiang, B., Koussoulakou, A., Montello, D. R., Fuhrmann, S. and Hedley, N. R. Cognitive and usability issues in geovisualization: a research agenda. Cartography and Geographic Information Science (2001), 28(1), pp61-76.",P,2001,Cartography and Geographic Information Science,EN,1840,,
4614,"Timpf, S. Abstraction, levels of detail, and hierarchies in map series. Spatial Information Theory & Cognitive and computational foundations of geographic information science (International Conference COSIT 99), edited by Freksa, C. and Mark, D. M. Lecture Notes in Computer Science 1661(1999). Berlin-Heidelberg: Springer, pp. 125- 140.",C,1999,COSIT,EN,1841,,
4614,"Tobón, C. Usability Testing for Improving Interactive GeoVisualization Techniques. CASA ? Centre for Advanced Spatial Analysis. Working Paper Series, 2002.",L,2002,Working Paper series,EN,1842,,
4614,"Traynor, C and Williams, M. G. Usability of Textual and Visual Query representations for Geographic Information Systems. GIScience 2000.",C,2000,GIScience,EN,1843,,
4614,"Traynor, C. and Williams, M. G. ""Why are Geographic Information Systems Hard to Use?"" In Conference Companion of ACM SIGCHI. Conference on Human Factors in Computing Systems, CHI 95, pp. 288-289.",C,1995,CHI,EN,1844,,
4614,"Winter, S. Communication about Space. Transactions in GIS Vol. 8 Issue 3, pp. 291-296, June 2004. http://www.sli.unimelb.edu.au/winter/pub.htm",P,2004,TGIS,EN,1845,,
4615,"Alexander, C. The Timeless Way of Building. Oxford University Press. New York, NY. 1979.",L,1979,Oxford University Press,EN,1846,,N
4615,"Alexander, C., Ishikawa, S., Silverstein, M. A Pattern Language. Oxford University Press. New York, NY. 1977.",L,1977,Oxford University Press,EN,1847,,N
4615,"Barbosa, S.D.J., de Souza, C.S., de Paula, M.G., Silveira, M.S. Modelo de Interação como Ponte entre o Modelo de Tarefas e a Especificação da Interface (in Portuguese). Proceedings of V Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais, IHC 2002. Fortaleza, CE. 2002.",C,2002,IHC,PT,1848,,
4615,"Barbosa, S.D.J.; Paula, M.G. ?Designing and Evaluating Interaction as Conversation: a Modeling Language based on Semiotic Engineering? In J.Jorge; N. J. Nunes; J. Falcão e Cunha (eds.) Interactive Systems Design, Specification, and Verification ? 10th International Workshop, DSV-IS 2003, Funchal, Madeira Island, Portugal, Junho 11-13, 2003, Revised Papers Series: Lecture Notes in Computer Science, Vol. 2844 2003, XIII, 429 p. ISBN: 3-540-20159-9. pp. 16?33.",C,2003,DSV-IS,EN,1849,,
4615,"Berry, D.M., Daudjee, K., Dong, J., Nelson, M.A., and Nelson, T., ?User s Manual as a Requirements Specification ?, Technical Report, CS 2001-17, University of Waterloo, Waterloo, ON, Canada, May, 2001. Available online at http://se.uwaterloo.ca/~dberry/FTP_SITE/tech.report s/users.man.pdf.",R,2001,report,EN,1850,,
4615,"Borchers, J. A Pattern Approach to Interaction Design. West Sussex, England: John Wiley & Sons.2001.",L,2001,Wiley,EN,1851,,
4615,"Brooks, F. P., The Mythical Man-Month. AddisonWesley, Reading, MA, 1975 (anniversary edition, 1995).",L,1995,Reading,EN,1852,,
4615,"Carroll, J. M. (ed) Scenario-based design: envisioning work and technology in system development, New York, Wiley. 1995.",L,1998,Wiley,EN,1853,,
4615,"de Souza, C. S., The Semiotic Engineering of Human-Computer Interaction, The MIT Press, in press.",L,2006,MIT Press,EN,1854,,
4615,"de Souza, C.S. The Semiotic Engineering of User Interface Languages. International Journal of ManMachine Studies, 39, 753-773. 1993.",P,1993,IJMMS,EN,1855,,
4615,"Gamma, E., Helm, R., Johnson, R., Vlissides, J. Design Patterns. Addison-Wesley. 1995.",L,1995,Addison-Wesley,EN,1856,,
4615,"Granlund, A., Lafrenière, D., Carr, D.A. A PatternSupported Approach to the User Interface Design Process. Proceedings of HCI International 2001. New Orleans, USA. 2001.",C,2001,HCII,EN,1857,,
4615,"Kammersgaard, J., ?Four different perspectives on Human-Computer Interaction?, International Journal of Man-Machine Studies 28:343-362, Academic Press, 1988.",P,1988,IJMMS,EN,1858,,
4615,"Luyten, K.; Clerckx, T.; Coninx, K.; Vanderdonckt, J. ?Derivation of a Dialog Model from a Task Model by Activity Chain Extraction?. In J.Jorge; N. J. Nunes; J. Falcão e Cunha (eds.) Interactive Systems Design, Specification, and Verification ? 10th International Workshop, DSV-IS 2003, Funchal, Madeira Island, Portugal, Junho 11-13, 2003, Revised Papers Series: Lecture Notes in Computer Science, Vol. 2844 2003, XIII, 429 p. ISBN: 3-540- 20159-9. pp. 203?217.",C,2003,DSV-IS -WS,EN,1859,,
4615,"Mullet, K., and Sano, D., Designing Visual Interfaces: Communication-Oriented Techniques, SunSoft Press, Mountain View, CA, 1995.",L,1995,SunSoft Press,EN,1860,,
4615,"Norman, D. e Draper, S. (eds., 1986) User Centered System Design. Hillsdale, NJ. Lawrence Erlbaum.",L,1986,Hillsdale,EN,1861,,
4615,"Paula, M.G., Barbosa, S.D.J., and Lucena, C.J.P. ?Relating Human-Computer Interaction and Software Engineering Concerns: Towards Extending UML Through an Interaction Modeling Language?, in Closing the Gaps: Software Engineering and Human-Computer Interaction, Workshop at Interact 2003, Zurich, Switzerland, 2003, pp.40-46.",C,2003,INTERACT-WS,EN,1862,,
4615,"Paula, M.G., Designing the Human-Computer Interaction Based on Semiotic Engineering Models: Building an Interaction Model (in Portuguese), Master dissertation, Informatics Department, Pontifícia Universidade Católica do Rio de Janeiro, 2003.",D,2003,Master,EN,1863,,
4615,"Preece, J., Rogers, Y., and Sharp, H., Interaction design: beyond human-computer interaction, John Wiley & Sons, New York, NY, 2002.",L,2002,Wiley,EN,1864,,
4615,"Rosson, M.B., and Carroll, J. M. Usability Engineering: Scenario-Based Development of Human Computer Interaction, Morgan Kaufmann, 2001.",L,2001,Morgan Kaufmann,EN,1865,,
4615,"Schön, D. The Reflective Practitioner: How Professionals Think in Action. New York: Basic Books. 1983.",L,1983,Basic books,EN,1866,,
4615,"Silva, E.J. Grupos Interdisciplinares de Pesquisa: Benefícios, Problemas e Caminhos de Solução. Workshop sobre Interdisciplinaridade, CLIHC 2003. Rio de Janeiro, agosto de 2003. Available online at http://www.dimap.ufrn.br/~jair/wiihc/atas.pdf, last accessed in May 2004.",C,2004,CLIHC-ws,PT,1867,,
4615,"Silva, P.P. ?Object Modelling of Interactive Systems: The UMLi Approach?. PhD s thesis, Department of Computer Science, University of Manchester, United Kingdom. 2002.",T,2002,,EN,1868,,
4615,"Traetteberg, H. ?Dialog Modelling with Interactors and UML Statecharts ? A Hybrid Approach?. In J.Jorge; N. J. Nunes; J. Falcão e Cunha (eds.) Interactive Systems Design, Specification, and Verification ? 10th International Workshop, DSV-IS 2003, Funchal, Madeira Island, Portugal, Junho 11-13, 2003, Revised Papers Series: Lecture Notes in Computer Science, Vol. 2844 2003, XIII, 429 p. ISBN: 3-540-20159-9. pp. 346?361.",C,2003,DSV-IS,EN,1869,,
4615,"Van Welie, M. Patterns for Designers? Position Paper in CHI 2002 Workshop on ?Patterns in Practice?. Available online at http://www.welie.com/patterns/chi2002- workshop/index.html",C,2002,CHI-WS,EN,1870,,
4615,"Winograd, T. and Flores, F., Understanding Computers and Cognition: A New Foundation for Design, Addison-Wesley, Reading, MA. 1986.",L,1986,Addison-Wesley,EN,1871,,
4616,"Bana e Costa, Carlos A. Structuration, Construction et Exploitation Dún Modèle Multicritère D aide à la Décision. Thèse de doctorat pour l obtention du titre de Docteur em Ingénierie de Systèmes ? Instituto Técnico Superior, Universidade Técnica de Lisboa, 1992.",T,1992,Doctorat,FR,1872,,
4616,"Bana e Costa, Carlos A.; De Corte, Jean-Marie; Vansnick, Jean-Claude. MACBETH. London: Department of Operational Research ? London Scholl of Economics, 2003.",L,2003,London Scholl of Economics,EN,1873,,
4616,"Baptista, Miguel Alberto Patinõ. Um Modelo Multicritério para Avaliar o Sistema de Qualidade de um Ambiente de Produção. Dissertação de mestrado em Engenharia de Produção. Universidade Federal de Santa Catarina, Florianópolis, 2000.",D,2000,Mestrado,PT,1874,,
4616,"Borchers, Jan. A Pattern Approach to Interaction Design. In Proceedings of the DIS 2000 International Conference on Designing Interactive Systems, ACM Press, New York, 2000.",C,2000,DIS,EN,1875,,
4616,"Constantine, Larry and Lockwood, L. Software for Use: A Practical Guide to Models and Methods of Usage-Centered Design. Addison-Wesley, Reading, 1999.",L,1999,Addison-Wesley,EN,1876,,
4616,"Coyette, A., Vanderdonckt, J., A Sketching Tool for Designing Anyuser, Anyplatform, Anywhere User Interfaces, Proc. of 10th IFIP TC 13 Int. Conf. on Human- Computer Interaction Interact?2005, M.-F. Costabile, F. Paternò (eds.), Lecture Notes in Computer Science, Vol. 3585, Springer-Verlag, Berlin, 2005, pp. 550-564.",C,2005,INTERACT,EN,1877,,
4616,"Furtado, Elizabeth, Sousa, Kenia; Vasconcelos, Patrícia; Carvalho, Fernando. Especificação da Aplicação Portal de Acesso ? Aplicações em TV Digital. RFP No. 007/2004. Campinas, SP: CPqD, 2005c.",O,2005,RFP,PT,1878,,
4616,"Gaffar, Ashraf; Seffah, Ahmed; Van der Poll, John A. HCI Pattern Semantics in XML: a Pragmatic Approach. Proc. Of Human and Social Factors of Software Engineering HSSE?2005, ACM, 2005.",C,2005,HSSE,EN,1879,,
4616,"Granlund, Asa; Lafreniere, Daniel; Carr, David. A Pattern- Supported Approach to the User Interface Design Process. In Proceedings of HCI International 2001. 9th International Conference on Human-Computer Interaction, New Orleans, USA, 2001.",C,2001,HCII,EN,1880,,
4616,"Gulliksen, J.; Goransson, B. Usability Design ? Integrating user-centered systems design in the software development process. Tutorial at INTERACT 2003, Zurich, Switzerland, 2003.",O,2003,INTERACT-Tutorial,EN,1881,,
4616,"Jones M. and Marsden, G. Mobile Interaction Design. John Wiley & Sons Ltd. England, 2006.",L,2006,Wiley,EN,1882,,
4616,"Juristo, Natalia; Lopez, Marta; Moreno, Ana; Sánchez, Isabel. Improving Software Usability through Architectural Patterns. In: International Conference on Software Engineering (ICSE), 2003, Portland, Oregon. 2003, pp. 12- 19.",C,2003,ICSE,EN,1883,,
4616,"Kaindl, Hermann; Jezek, Rudolf. From Usage Scenarios to User Interface Elements in a Few Steps. Proc. of 4th International Conference of Computer-Aided Design of User Interfaces CADUI 2002, Kluwer Academics, Dordrecht, 2002.",C,2002,CADUI,EN,1884,,
4616,"Kruchten, Philippe. The Rational Unified Process - An Introduction. 2 ed. New Jersey: Addison-Wesley, 2000.",L,2000,,EN,1885,I,N
4616,"Mariage, Celine; Vanderdonckt, Jean. Creating Contextualised Usability Guides for Web Sites Design and Evaluation. Proc. of 5th International Conference of Computer-Aided Design of User Interfaces CADUI 2004, Kluwer Academics, Dordrecht, 2004.",C,2004,CADUI,EN,1886,,
4616,"Mayhew, Deborah. The Usability Engineering Lifecycle ? A Practitioner?s Handbook for User Interface Design. Morgan Kaufmann Publishers, 1999.",L,1999,Morgan Kaufmann,EN,1887,,
4616,"Nielsen, Jakob. Usability Engineering. Morgan Kaufmann, San Francisco, 1993.",L,1993,Morgan Kaufmann,EN,1888,,
4616,"Rosson, M. B., Carroll, J. M. Scenarios, Objects, and Points of View in User Interface Design. Object Modeling and User Interface Design. Mark Van Harmelen Eds. Addison- Wesley, 2001.",L,2001,Addison-Wesley,EN,1889,,
4616,"Segerstahl, Katarina; Jokela, Timo. Usability of Interaction Patterns. In: Work-in-Progress CHI 2006. April 22-27, 2006. Montréal, Quebec, Canada.",C,2006,CHI-EA,EN,1890,,
4616,"Sousa, Kênia. UPi ? A Software Development Process Aiming at Usability, Productivity and Integration. Dissertação de Mestrado em Informática Aplicada. Universidade de Fortaleza, Fortaleza, Dezembro de 2005.",D,2005,Mestrado,EN,1891,,
4616,"Tiedtke, Thomas; Krach, Thomas; Martin, Christian. InFigura, An Integrated Design Tool. Proc. of 5th International Conference of Computer-Aided Design of User Interfaces CADUI 2004, Kluwer Academics, Dordrecht, 2004.",C,2004,CADUI,EN,1892,,
4616,"Welie. 2005. Available at: http://www.welie.com. Accessed in: September, 9th, 2005.",O,2005,,EN,1893,,
4616,"Winograd, T., CS147: Introduction to Human-Computer Interaction, 2006. Stanford, CA. http://cs147.stanford.edu.",O,2006,http,EN,1894,,
4617,"Agile Alliance, online. Available online at: http://www.agilealliance.org/intro (last visited on June 2006).",O,2006,,EN,1895,,
4617,"Baecker, R. M. et al., Readings in Human-Computer Interaction: toward the year 2000. San Francisco: Morgan Kaufmann Publishers, Inc. 1995.",L,1995,Readings in,EN,1896,,
4617,"Barbosa, S. D. J.; Paula, M. G. ?Designing and Evaluating Interaction as Conversation: a Modeling Language based on Semiotic Engineering? In J. Jorge; N. J. Nunes; J. Falcão e Cunha (eds.) Interactive Systems Design, Specification, and Verification ? 10th International Workshop, DSV-IS 2003, Funchal, Madeira Island, Portugal, Lecture Notes in Computer Science, Vol. 2844, 2003. pp. 16?33.",C,2003,DSV-IS,EN,1897,,
4617,"Barbosa, S. D. J.; Paula, M. G.; Lucena, C. J. P. ?Adopting a Communication-Centered Design Approach to Support Interdisciplinary Design Teams?. ICSE 2004 Workshop Bridging the Gaps II: Bridging the Gaps Between Software Engineering and Human- Computer Interaction. Edinburgh, Scotland. 2004.",C,2004,ICSE,EN,1898,,
4617,"Barbosa, S. D. J.; Silveira, M. S.; Paula, M. G.; Breitman, K. ?Supporting a Shared Understanding of Communication-Oriented Concerns in Human- Computer Interaction: a Lexicon-based Approach? In R. Bastide, N. Graham, J. Röth (eds.) Proceedings of EHCI-DSVIS 2004, Schloss Tremsbüttel, Hamburg, Germany, 2004.",C,2004,EHCI-DSVIS,EN,1899,,
4617,"Beck, K. et al. Agile Manifesto, 2001. Available online at: http://agilemanifesto.org/ (last visited on June 2006).",O,2006,manifesto,EN,1900,,
4617,"Beck, K. Extreme Programming Explained: Embrace Change. Addison-Wesley, 1999.",L,1999,Addison-Wesley,EN,1901,,
4617,"Berry, D. M., ?The Inevitable Pain of Software Development: Why There Is No Silver Bullet?, Monterey Workshop 2002, Radical Innovations of Software and Systems Engineering in the Future, Venice, Italy, 2002.",C,2002,Monterey Workshop,EN,1902,,
4617,"Blomkvist, S. ?Towards a Model for Bridging Agile Development and User-Centered Design?. In A. Seffah, J. Gulliksen, M. C. Desmarais (eds.) Human- Centered Software Engineering ? Integrating Usability in the Development Process. Springer, 2005. pp. 219- 244.",L,2005,Springer,EN,1903,,
4617,"Boehm, B. W., Gray, T. E., and Seewaldt, T., ?Prototyping vs Specifying: A Multi-Project Experiment,? IEEE Transactions on Software Engineering, May, 1984, pp. 290-303.",P,1984,TOSE,EN,1904,,
4617,"Brooks, F. P., ?No Silver Bullet?Essence and Accident in Software Engineering ?, Proceedings of the IFIP Tenth World Computing Conference, pp.69? 76. 1986.",C,1986,WCC,EN,1905,,
4617,"Constantine, L. ?Process Agility and Software Usability: Toward Lightweight Usage-Centered Design?. In Information Age, Aug/Sep 2002.",P,2002,InfoAge,EN,1906,,
4617,"de Souza, C. S., ?Semiotic Engineering: bringing designers and users together at interaction time?. Interacting with Computers, vol. 17, Issue 3, May 2005, pp.317?341.",P,2005,IwC,EN,1907,,
4617,"de Souza, C. S., Barbosa, S. D. J., Silva, S. R. P. ?Semiotic engineering principles for evaluating enduser programming environments?. Interacting with Computers, 13 (4), 2001, pp.467-495.",P,2001,IwC,EN,1908,,
4617,"de Souza, C. S., The Semiotic Engineering of Human- Computer Interaction. Cambridge, MA: The MIT Press. 2005.",L,2005,MIT Press,EN,1909,,
4617,"Dourish, P., Accounting for System Behavior: Representation, Reflection, and Resourceful Action. In M. Kyng and L. Mathiassen (eds.), Computers and Design in Context. Cambridge, MA: The MIT Press, pp. 145-170. 1997.",L,1997,MIT Press,EN,1910,,
4617,"Grice, H. P. ?Logic and Conversation?. In Cole, P. and Morgan, J. L. (eds.) Syntax and Semantics, vol. 3, Speech Acts. New York, NY: Academic Press, 41-58. 1975.",L,1975,,EN,1911,,
4617,"Gulliksen, J. Göransson, B.; Boivie, I.; Persson, J.; Blomkvist, S.; Cajander, A. ?Key Principles for User- Centred Systems Design?. In A. Seffah, J. Gulliksen, M. C. Desmarais (eds.) Human-Centered Software Engineering ? Integrating Usability in the Development Process. Springer, 2005. pp. 17-36.",L,2005,Springer,EN,1912,,
4617,"Hutchby, I. and Wooffitt, R., Conversation Analysis. Oxford: Blackwell. 1997.",L,1997,Oxford,EN,1913,,
4617,"Landay, J. A. and Myers, B. A. ?Interactive Sketching for the Early Stages of User Interface Design?. Proceedings of CHI 1995, pp.43-50.",C,1995,CHI,EN,1914,,
4617,"Landay, J. A.; Myers, B. A. ?Sketching Interfaces: Toward More Human Interface Design?. In IEEE Computer, vol. 4, no. 3, 2001, pp. 56-64.",P,2001,Computer,EN,1915,,
4617,"Landay, J. A.; Myers, B. A. Sketching Storyboards to Illustrate Interface Behaviors. In Proceedings of CHI 1996, 1996, pp. 193-194.",C,1996,CHI,EN,1916,,
4617,"Nielsen, J., Usability Engineering. Academic Press, 1993.",L,1993,,EN,1917,,
4617,"Norman, D. and Draper, S. A. (eds.) User-Centered System Design. Hillsdale, NJ: Lawrence Erlbaum and Associates, 1986.",L,1986,Hillsdale,EN,1918,,
4617,"Norman, D. HCD harmful? A Clarification. jnd.org, Available online at http://www.jnd.org/dn.mss/hcd_harmful_a_clari.html [last access in September 2005]",O,2005,,EN,1919,,
4617,"Paula, M. G. Projeto da Interação Humano- Computador Baseado em Modelos Fundamentados na Engenharia Semiótica: Construção de um Modelo de Interação. Dissertação de Mestrado. Departamento de Informática, PUC-Rio, Março de 2003.",D,2003,Mestrado,PT,1920,,
4617,"Paula, M. G.; Barbosa, S. D. J. ?Bringing Interaction Specifications to HCI Design Patterns?. CHI 2003 Workshop Perspectives on HCI Patterns: Concepts and Tools. Florida, USA, 2003.",C,2003,CHI-WS,EN,1921,,
4617,"Paula, M. G.; Barbosa, S. D. J.; Lucena, C. J. P. ?Relating Human-Computer Interaction and Software Engineering Concerns: Towards Extending UML Through an Interaction Modeling Language?. Interact 2003 Workshop Closing the Gaps: Software Engineering and Human-Computer Interaction. Zürich, Switzerland, 2003.",C,2003,INTERACT-WS,EN,1922,,
4617,"Plimmer, B.; Apperley, M. ?Evaluating a sketch environment for novice programmers?. CHI Extended Abstracts 2003: 1018-1019.",C,2003,CHI-EA,EN,1923,,
4617,"Prates, R. O., de Souza, C. S., Barbosa, S. D. J. ?A Method for Evaluating the Communicability of User Interfaces?. ACM Interactions, 31?38, Jan-Feb 2000.",P,2000,ACM interactions,EN,1924,,
4617,"Schön, D. A. The Reflective Practitioner: How Professionals Think in Action. Basic Books. 1983.",L,1983,Basic books,EN,1925,,
4617,"Seffah, A.; Gulliksen, J.; Desmarais, M. C. (eds.) Human-Centered Software Engineering ? Integrating Usability in the Development Process. Springer, 2005.",L,2005,Springer,EN,1926,,
4617,"Sellen, A.; Nicol, A., ?Building User-Centered On-line Help?. In B. Laurel (ed.) The Art of Human-Computer Interface Design. Reading, MA: Addison-Wesley. 1990.",L,1990,Addison-Wesley,EN,1927,,
4617,"Silva, B. S. MoLIC Segunda Edição: revisão de uma linguagem para modelagem da interação humanocomputador. Dissertação de Mestrado. Departamento de Informática, PUC-Rio, Agosto de 2005.",D,2005,Mestrado,PT,1928,,
4617,"Silveira, M. S.; Barbosa, S. D. J.; de Souza, C. S. ?Model-Based Design of Online Help Systems?. In R. Jacob, Q. Limbourg & J. Vanderdonckt (eds.) Computer-Aided Design of User Interfaces IV. Kluwer Academics Publishers, 2004, pp. 29?42.",C,2004,Computer-Aided Design of User Interfaces,EN,1929,,
4617,"Snyder, C. Paper Prototyping. Morgan Kaufmann, 2003.",L,2003,Morgan Kaufmann,EN,1930,,
4617,"Winograd, T. and Flores, F. Understanding Computers and Cognition: A New Foundation for Design, Addison-Wesley, Reading, MA. 1986.",L,1986,Addison-Wesley,EN,1931,,
4618,"Barbosa, S. D. J., Paula, M. G. Designing and Evaluating Interaction as Conversation: a Modeling Language based on Semiotic Engineering. In: J. Jorge; N. J. Nunes; J. Falcão e Cunha (eds.), Interactive Systems Design, Specification, and Verification ? DSVIS, 2003, 16-33.",C,2003,,EN,1932,,
4618,"Ceaparu, I., Lazar, J., Bessiere, K., Robinson, J., Shneiderman, B. Determining Causes and Severity of End- User Frustration. Technical Report, HCIL-2002-11, CS-TR- 4371, UMIACS-TR-2002-51. 2002. Disponível em ftp://ftp.cs.umd.edu/pub/hcil/Reports-Abstracts-",R,2002,report,EN,1933,,
4618,"da Silva, B. S. MoLIC Segunda Edição: Revisão de Uma Linguagem para Modelagem da Interação Humano- Computador. Dissertação de Mestrado - Departamento de Informática, Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, 2005.",D,2005,Mestrado,PT,1934,,
4618,"de Souza, C. S. The Semiotic Engineering of Human- Computer Interaction. The MIT Press, 2005.",L,2005,MIT Press,EN,1935,,
4618,"Hix, D., Hartson, H. Developing User Interfaces: Ensuring Usability Through Product and Process. John Wiley and Sons, 1993.",L,1993,Wiley,EN,1936,,
4618,"Leite, J. C. Modelos e Formalismos para a Engenharia Semiótica de Interfaces de Usuários. Tese de Doutorado ? Departamento de Informática, Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, 1998.",T,1998,TESE,PT,1937,,
4618,"Prates, R. O., de Souza, C. S., Barbosa, S. D. J. A Method for Evaluating the Communicability of User Interfaces. In: ACM Interactions, 2000, 31-38.",P,2000,ACM interactions,EN,1938,,
4618,"Silveira, M. S. Metacomunicação Designer-Usuário na Interação Humano-Computador: design e construção do sistema de ajuda. Tese de Doutorado - Departamento de Informática, Pontifícia Universidade Católica do Rio de Janeiro, Rio de Janeiro, 2002.",T,2002,Doutorado,PT,1939,,
4618,"Silveira, M. S., Barbosa, S. D. J., de Souza, C. S. Modelo e Arquitetura de Help Online. In: IV Simpósio sobre Fatores Humanos em Sistemas Computacionais, 1, 2000, 122-131.",C,2000,IHC,PT,1940,,
4618,"Silveira, M. S., de Souza, C. S., Barbosa, S. D. J. Design de Sistemas de Ajuda Online Baseado em Modelos. In: V Simpósio sobre Fatores Humanos em Sistemas Computacionais, 1, 2002, 117-128.",C,2002,IHC,PT,1941,,
4618,"Silveira, M. S., de Souza, C. S., Barbosa, S. D. J. Semiotic Contributions for Designing Online Help Systems. In: ACM SIGDOC, 1, 2001, 31-38.",C,2001,SIGDOC,EN,1942,,
4619,"Ahonen, A. et alli (2006) Guidelines for Designing Easy-to-Use Interactive Television Services: Experiences from ArviD Programme. Anais do 4th European Conference on Interactive Television. Atenas, págs. 225-233.",C,2006,ECIT,EN,1943,,
4619,"Brasil (2003) Decreto Nº 4.901, de 26 de Novembro de 2003. Disponível em: https://www.planalto.gov.br/ccivil_03/decreto/2003/D4 901.htm. Último acesso em 27 de março de 2006.",O,2006,Decreto,PT,1944,,
4619,"Brasil (2006) Decreto N° 5.820, de 29 de junho de 2006. Disponível em: https://www.planalto.gov.br/ccivil_03/_Ato2004- 2006/2006/Decreto/D5820.htm. Último acesso em 28 de agosto de 2006.",O,2006,Decreto,PT,1945,,
4619,"Brown, M. (2006) Teletext Then and Now. Disponível em: http://teletext.mb21.co.uk/. Último acesso em 26 de março de 2006.",O,2006,,EN,1946,,
4619,"Chorianopoulos, K. (2004) Virtual Television Channels. Atenas. Tese de doutorado ? Department of Management Science on Technology ? Athens University of Economics and Business, 180p.",T,2004,Doutorado,PT,1947,,
4619,"Chorianopoulos, K. (2006) Interactive TV Design that Blends Seamlessly with Everyday Life. Anais do 4th European Conference on Interactive Television. Atenas, págs. 482-487.",C,2006,EuroITV,EN,1948,,
4619,"CPqD (2002) Elenco de Serviços e Aplicações . Versão AB. PD.30.11.67A.0011A/RT-04-AB (consulta sob solicitação), Campinas, 41p.",O,2002,CPqD,PT,1949,,
4619,CPqD (2004) Cadeia de Valor . Versão AB. PD.30.12.36A.0002/RT-02-AB. Disponível em: http://sbtvd.cpqd.com.br. Último acesso em 18 de junho de 2006.,O,2006,CPqD,PT,1950,,
